NAME,state,place,households_total,households_total_male,households_total_female,marital_status__male_15_over,marital_status__male_15_over_percent,marital_status__female_15_over,marital_status__female_15_over_percent,edu_high_school_over,edu_high_school_over.1,edu_bach_degree_over,edu_bach_degree_over_percent,employment_status_percent,employment_status,income_household,income_household_median,income_household_mean,income_family,income_family_median,income_family_mean,income_per_capita,income_nonfamily,income_nonfamily_median,income_nonfamily_mean,income_below_poverty_family,income_below_poverty_percent_family,income_below_poverty,income_below_poverty_percent,housing_occupancy,housing_occupancy_percent,housing_in_structure,housing_in_structure_percent,population_total,population_over_21,population_over_21_percent,population_15_to_19,population_15_to_19_percent,population_male_over_18,population_male_over_18_percent,population_female_over_18,population_female_over_18_percent,City,State
"Sugar Land city, Texas",48,70808,37008.0,4275.0,5469.0,42842.0,42842.0,43359.0,43359.0,69724.0,94.6,48150.0,65.3,84478,84478,37008,112868,163904,28982,129764,183704,54506,8026,61454,83443,-888888888,4.7,-888888888,5.1,38412,38412,38412,38412,109337,77879,71.2,7353,6.7,39563,49.1,41034,50.9,Sugar Land,Texas
"Temple city, Texas",48,72176,34371.0,7913.0,9922.0,34899.0,34899.0,33520.0,33520.0,50667.0,90.8,17595.0,31.5,67602,67602,34371,58284,79443,19681,75602,97868,32962,14690,41479,53678,-888888888,7.3,-888888888,9.8,36878,36878,36878,36878,85428,61603,72.1,5953,7.0,32848,51.1,31486,48.9,Temple,Texas
"Toms River CDP, New Jersey",34,73110,35128.0,5963.0,8996.0,35879.0,35879.0,41423.0,41423.0,62332.0,95.3,25280.0,38.6,76145,76145,35128,87797,113603,24111,115274,140526,43083,11017,41609,51207,-888888888,5.4,-888888888,7.0,39067,39067,39067,39067,93947,69384,73.9,5934,6.3,33783,46.2,39393,53.8,Toms Rive,New Jersey
"Trenton city, New Jersey",34,74000,34116.0,8940.0,12453.0,36198.0,36198.0,34855.0,34855.0,48227.0,77.7,10837.0,17.5,70160,70160,34116,41715,61100,19143,67694,82168,22833,14973,25452,31317,-888888888,18.2,-888888888,24.3,36389,36389,36389,36389,90458,66517,73.5,4284,4.7,35129,51.6,33006,48.4,Trenton,New Jersey
"Lorain city, Ohio",39,44856,27852.0,7604.0,9436.0,25865.0,25865.0,26815.0,26815.0,39496.0,87.3,6033.0,13.3,51640,51640,27852,43410,57988,15524,54307,70465,25416,12328,31715,39904,-888888888,19.3,-888888888,24.9,31664,31664,31664,31664,65440,48342,73.9,3637,5.6,24513,48.5,26057,51.5,Lorain,Ohio
"New Rochelle city, New York",36,50617,32877.0,7014.0,9244.0,33482.0,33482.0,36766.0,36766.0,53360.0,89.2,33836.0,56.6,69054,69054,32877,106386,154229,19490,156421,196564,63341,13387,45818,85323,-888888888,4.3,-888888888,8.7,33043,33043,33043,33043,81590,64376,78.9,5086,6.2,32325,47.8,35328,52.2,New Rochelle,New York
"New York city, New York",36,51000,3263895.0,684648.0,1210386.0,3312760.0,3312760.0,3682357.0,3682357.0,5066811.0,83.9,2474623.0,41.0,6902783,6902783,3263895,67997,107684,1892542,77219,122049,42406,1371353,50765,82520,-888888888,14.4,-888888888,18.0,3641931,3641931,3641931,3641931,8467513,6445654,76.1,456072,5.4,3169312,47.2,3545264,52.8,New York,New York
"Oklahoma City city, Oklahoma",40,55000,275285.0,54478.0,80015.0,266969.0,266969.0,277130.0,277130.0,393305.0,87.2,149529.0,33.2,535782,535782,275285,59214,78318,170430,71189,91274,31630,104855,40168,53600,-888888888,11.8,-888888888,15.8,302241,302241,302241,302241,687691,487205,70.8,45088,6.6,251610,48.7,264543,51.3,Oklahoma City,Oklahoma
"Clarksville city, Tennessee",47,15160,63787.0,11182.0,15173.0,62998.0,62998.0,66335.0,66335.0,97250.0,94.9,28826.0,28.1,126915,126915,63787,60686,71060,46045,63677,77042,26631,17742,39361,48612,-888888888,7.5,-888888888,10.5,68485,68485,68485,68485,170966,115273,67.4,10544,6.2,59727,48.6,63054,51.4,Clarksville,Tennessee
"Bayamón zona urbana, Puerto Rico",72,6593,,,,,,,,,,,,146523,146523,61688,26540,38746,39719,32974,45549,15771,21969,14633,22361,-888888888,30.8,-888888888,34.8,76084,76084,76084,76084,168592,135147,80.2,9696,5.8,65690,46.0,77254,54.0,Bayamón zona u,Puerto Rico
"Cheyenne city, Wyoming",56,13900,28727.0,6179.0,8190.0,26073.0,26073.0,27324.0,27324.0,41562.0,93.1,13720.0,30.7,52124,52124,28727,60893,77603,16277,80771,99661,35084,12450,37389,46509,-888888888,6.7,-888888888,9.1,29060,29060,29060,29060,65048,48212,74.1,4876,7.5,24765,49.1,25622,50.9,Cheyenne,Wyoming
"Redmond city, Washington",53,57535,31181.0,6165.0,6060.0,31525.0,31525.0,30643.0,30643.0,51766.0,97.4,42612.0,80.2,61190,61190,31181,155426,199126,20301,183662,240805,81921,10880,92553,115767,-888888888,5.5,-888888888,7.3,32682,32682,32682,32682,76360,57166,74.9,4249,5.6,30511,51.4,28847,48.6,Redmond,Washington
"Renton city, Washington",53,57745,41997.0,8486.0,10754.0,42906.0,42906.0,43195.0,43195.0,65132.0,86.8,29349.0,39.1,85029,85029,41997,83699,106710,25421,96334,124473,42978,16576,62084,73243,-888888888,7.2,-888888888,10.3,44115,44115,44115,44115,105200,79622,75.7,5703,5.4,40689,49.4,41623,50.6,Renton,Washington
"Virginia Beach city, Virginia",51,82000,182775.0,33453.0,48494.0,182185.0,182185.0,191701.0,191701.0,301518.0,95.3,133717.0,42.2,367769,367769,182775,81634,104990,121285,96946,120626,42498,61490,53524,68755,-888888888,7.5,-888888888,9.6,190981,190981,190981,190981,457672,339766,74.2,27482,6.0,173658,48.7,183233,51.3,Virginia Beach,Virginia
"Odessa city, Texas",48,53388,48530.0,9850.0,11994.0,45912.0,45912.0,43402.0,43402.0,58937.0,82.8,16234.0,22.8,87843,87843,48530,61964,82697,32017,80355,95884,33346,16513,39551,55053,-888888888,11.9,-888888888,16.3,52217,52217,52217,52217,116436,79792,68.5,8429,7.2,42621,50.8,41239,49.2,Odessa,Texas
"Oshkosh city, Wisconsin",55,60500,28532.0,5615.0,8483.0,29839.0,29839.0,27879.0,27879.0,41239.0,93.5,12643.0,28.7,57198,57198,28532,55446,65856,14248,73216,80555,27924,14284,36773,47710,-888888888,9.4,-888888888,17.9,29501,29501,29501,29501,66594,50836,76.3,5132,7.7,29045,51.6,27208,48.4,Oshkosh,Wisconsin
"The Woodlands CDP, Texas",48,72656,43992.0,5125.0,9234.0,43177.0,43177.0,47861.0,47861.0,77030.0,96.7,50686.0,63.6,89655,89655,43992,104787,159141,33632,132755,176142,60103,10360,73001,103224,-888888888,5.7,-888888888,8.4,47091,47091,47091,47091,116251,82472,70.9,8046,6.9,40843,47.8,44544,52.2,The Woodland,Texas
"Tyler city, Texas",48,74144,36169.0,6147.0,11302.0,41850.0,41850.0,44988.0,44988.0,61513.0,88.9,19805.0,28.6,85145,85145,36169,54998,82555,23115,68653,100123,29874,13054,34548,48512,-888888888,8.7,-888888888,14.0,45728,45728,45728,45728,107199,77174,72.0,7859,7.3,39614,47.8,43220,52.2,Tyler,Texas
"Union City city, New Jersey",34,74630,24041.0,4877.0,8578.0,27108.0,27108.0,26531.0,26531.0,33799.0,78.8,11891.0,27.7,52464,52464,24041,59393,78894,15663,59940,81309,28444,8378,46567,66895,-888888888,14.1,-888888888,18.2,26280,26280,26280,26280,65639,47247,72.0,5095,7.8,25115,49.9,25265,50.1,Union City,New Jersey
"Syracuse city, New York",36,73000,62663.0,17011.0,24071.0,56997.0,56997.0,63433.0,63433.0,81261.0,86.9,28916.0,30.9,119472,119472,62663,40076,54663,29431,50459,67817,24138,33232,29833,41276,-888888888,24.5,-888888888,28.7,70055,70055,70055,70055,146124,103218,70.6,14586,10.0,54737,47.1,61408,52.9,Syracuse,New York
"Memphis city, Tennessee",47,48000,256968.0,55590.0,113505.0,228291.0,228291.0,267719.0,267719.0,358138.0,87.2,116145.0,28.3,486563,486563,256968,44317,68465,142476,53958,82694,28571,114492,34107,47741,-888888888,17.7,-888888888,22.6,288491,288491,288491,288491,628118,444750,70.8,40224,6.4,215102,45.7,255523,54.3,Memphis,Tennessee
"Ogden city, Utah",49,55980,32631.0,7602.0,8085.0,36691.0,36691.0,33198.0,33198.0,50722.0,89.0,15726.0,27.6,68835,68835,32631,56501,80056,20613,67027,94690,31528,12018,40376,51151,-888888888,12.5,-888888888,15.5,35120,35120,35120,35120,86800,63521,73.2,5274,6.1,34399,51.8,32034,48.2,Ogden,Utah
"Marysville city, Washington",53,43955,25906.0,4929.0,4541.0,29409.0,29409.0,27174.0,27174.0,46289.0,94.5,11219.0,22.9,55895,55895,25906,92347,103840,18236,101212,113163,38007,7670,54350,68097,-888888888,4.9,-888888888,6.7,26570,26570,26570,26570,71151,52351,73.6,3054,4.3,28645,52.3,26097,47.7,Marysville,Washington
"Portsmouth city, Virginia",51,64000,40827.0,8765.0,15709.0,37797.0,37797.0,40610.0,40610.0,59140.0,89.5,16904.0,25.6,76958,76958,40827,54429,74792,25411,60722,85650,31317,15416,36083,52163,-888888888,15.2,-888888888,17.1,43306,43306,43306,43306,97840,71343,72.9,6522,6.7,35351,47.1,39763,52.9,Portsmouth,Virginia
"Victoria city, Texas",48,75428,25410.0,4634.0,7578.0,25457.0,25457.0,26139.0,26139.0,33529.0,81.7,7710.0,18.8,49844,49844,25410,54786,69671,16495,61354,77400,25789,8915,31910,49028,-888888888,13.5,-888888888,19.6,27620,27620,27620,27620,65384,45031,68.9,5823,8.9,22706,47.5,25090,52.5,Victoria,Texas
"Waco city, Texas",48,76000,53286.0,12474.0,16801.0,53145.0,53145.0,58265.0,58265.0,71448.0,88.5,23010.0,28.5,110131,110131,53286,49952,71645,28210,64596,94014,28948,25076,31984,44423,-888888888,13.4,-888888888,20.4,60756,60756,60756,60756,139601,95462,68.4,12267,8.8,50304,47.2,56203,52.8,Waco,Texas
"Rio Rancho city, New Mexico",35,63460,40013.0,5256.0,8910.0,43091.0,43091.0,43171.0,43171.0,69717.0,95.4,25057.0,34.3,84131,84131,40013,76096,92818,29067,83767,98976,35557,10946,50612,72262,-888888888,4.6,-888888888,6.1,40978,40978,40978,40978,105839,77479,73.2,8302,7.8,39407,48.7,41437,51.3,Rio Rancho,New Mexico
"Edmond city, Oklahoma",40,23200,36530.0,4137.0,7989.0,35678.0,35678.0,39541.0,39541.0,60459.0,97.9,34282.0,55.5,73894,73894,36530,90384,119956,26476,109591,144225,45959,10054,42519,53994,-888888888,4.5,-888888888,8.6,38476,38476,38476,38476,95334,66665,69.9,7414,7.8,33877,48.2,36337,51.8,Edmond,Oklahoma
"Orem city, Utah",49,57300,32398.0,5613.0,6056.0,39317.0,39317.0,39168.0,39168.0,53860.0,94.2,24177.0,42.3,77235,77235,32398,72449,93535,23644,80319,104962,31066,8754,50506,55751,-888888888,6.7,-888888888,8.9,33929,33929,33929,33929,97872,68591,70.1,8016,8.2,36924,50.0,36908,50.0,Orem,Utah
"Dallas city, Texas",48,19000,536008.0,139795.0,177725.0,516199.0,516199.0,514921.0,514921.0,692635.0,80.6,318712.0,37.1,1013782,1013782,536008,57995,91591,288005,66950,111775,38479,248003,45424,65409,-888888888,13.6,-888888888,16.5,591773,591773,591773,591773,1288441,938134,72.8,79283,6.2,490230,50.0,490112,50.0,Dallas,Texas
"Flower Mound town, Texas",48,26232,27696.0,2869.0,3620.0,32742.0,32742.0,30464.0,30464.0,50594.0,97.8,33546.0,64.8,62072,62072,27696,144642,183040,22653,165761,205813,65251,5043,64774,77971,-888888888,3.8,-888888888,5.1,28382,28382,28382,28382,78375,56682,72.3,5993,7.6,30777,51.6,28835,48.4,Flower Mound,Texas
"Caguas zona urbana, Puerto Rico",72,10334,,,,,,,,,,,,65149,65149,29970,22125,30571,17514,23387,33693,13806,12456,19115,23293,-888888888,45.7,-888888888,44.0,35851,35851,35851,35851,76577,61229,80.0,3781,4.9,27895,43.6,36122,56.4,Caguas zona u,Puerto Rico
"Lynchburg city, Virginia",51,47672,28346.0,5262.0,10803.0,30935.0,30935.0,36172.0,36172.0,38649.0,88.6,19501.0,44.7,66455,66455,28346,56110,83863,16261,70214,100447,32418,12085,36963,58833,-888888888,7.7,-888888888,17.4,34156,34156,34156,34156,79009,54171,68.6,9472,12.0,29913,46.1,34945,53.9,Lynchburg,Virginia
"Eau Claire city, Wisconsin",55,22300,28218.0,6550.0,7332.0,27599.0,27599.0,29756.0,29756.0,38586.0,95.6,14081.0,34.9,56628,56628,28218,57732,75358,16754,79099,96209,31246,11464,33215,42613,-888888888,7.3,-888888888,16.4,28762,28762,28762,28762,69196,48271,69.8,6440,9.3,26521,48.1,28645,51.9,Eau Claire,Wisconsin
"Janesville city, Wisconsin",55,37825,28236.0,4318.0,9212.0,26902.0,26902.0,27743.0,27743.0,42805.0,92.6,11412.0,24.7,53650,53650,28236,63435,73256,17512,74180,81773,31944,10724,40775,53005,-888888888,6.7,-888888888,9.2,28831,28831,28831,28831,65953,50020,75.8,4220,6.4,24539,47.8,26762,52.2,Janesville,Wisconsin
"Pasadena city, Texas",48,56000,50598.0,6954.0,15168.0,58134.0,58134.0,60123.0,60123.0,72645.0,75.3,15306.0,15.9,114531,114531,50598,60939,78424,36667,67268,83104,26926,13931,35770,60754,-888888888,13.0,-888888888,15.4,54028,54028,54028,54028,148629,104697,70.4,11614,7.8,52593,47.8,57333,52.2,Pasadena,Texas
"Wichita Falls city, Texas",48,79000,38051.0,7435.0,12172.0,43994.0,43994.0,39382.0,39382.0,55462.0,87.1,14530.0,22.8,82013,82013,38051,50786,70049,23068,65654,86413,27045,14983,30424,41366,-888888888,9.9,-888888888,14.2,42959,42959,42959,42959,102986,71782,69.7,8930,8.7,41719,52.7,37454,47.3,Wichita Falls,Texas
"Cincinnati city, Ohio",39,15000,144929.0,37940.0,61503.0,117604.0,117604.0,134700.0,134700.0,180960.0,89.8,82884.0,41.1,249792,249792,144929,42733,71913,61170,61707,98347,34519,83759,32643,51489,-888888888,21.2,-888888888,27.3,160420,160420,160420,160420,308913,225860,73.1,20472,6.6,112574,46.3,130417,53.7,Cincinnati,Ohio
"Victorville city, California",6,82590,38400.0,4852.0,13028.0,50481.0,50481.0,54123.0,54123.0,64012.0,77.1,12584.0,15.2,103413,103413,38400,65478,76909,30647,68794,79227,21771,7753,43841,55197,-888888888,13.8,-888888888,13.6,39786,39786,39786,39786,135952,92297,67.9,11694,8.6,47677,48.0,51580,52.0,Victorville,California
"Lincoln city, Nebraska",31,28000,120407.0,26444.0,32776.0,119652.0,119652.0,119303.0,119303.0,170026.0,93.8,77951.0,43.0,235804,235804,120407,62294,81837,67818,87585,104727,34008,52589,40209,49996,-888888888,7.2,-888888888,13.9,126262,126262,126262,126262,292648,210823,72.0,22044,7.5,114419,50.1,113835,49.9,Lincoln,Nebraska
"Spring Hill CDP, Florida",12,68350,46360.0,6133.0,11053.0,50470.0,50470.0,53739.0,53739.0,82085.0,90.2,18826.0,20.7,102506,102506,46360,59363,76557,33777,68782,82298,29139,12583,34695,50679,-888888888,8.5,-888888888,11.1,48653,48653,48653,48653,123509,94798,76.8,7187,5.8,47886,48.0,51811,52.0,Spring Hil,Florida
"Sunrise city, Florida",12,69700,35166.0,5334.0,12812.0,34755.0,34755.0,43524.0,43524.0,60361.0,90.8,22849.0,34.4,77156,77156,35166,66184,80837,24343,77974,90956,30309,10823,30496,50758,-888888888,9.8,-888888888,13.8,40831,40831,40831,40831,96031,71030,74.0,6136,6.4,32761,44.1,41535,55.9,Sunrise,Florida
"Tallahassee city, Florida",12,70600,84920.0,20790.0,32697.0,78178.0,78178.0,93220.0,93220.0,106383.0,94.2,58281.0,51.6,169439,169439,84920,51224,73402,38381,76259,100795,32181,46539,36956,49271,-888888888,10.8,-888888888,19.4,95467,95467,95467,95467,197103,143306,72.7,20460,10.4,74983,45.4,90125,54.6,Tallahassee,Florida
"Tamarac city, Florida",12,70675,29065.0,4901.0,9749.0,26962.0,26962.0,32201.0,32201.0,45795.0,89.6,14302.0,28.0,58555,58555,29065,59885,74278,18335,72185,89184,30743,10730,31433,42184,-888888888,4.6,-888888888,6.5,32750,32750,32750,32750,71522,55102,77.0,3778,5.3,25452,45.2,30818,54.8,Tamarac,Florida
"Tampa city, Florida",12,71000,159925.0,38887.0,50043.0,156300.0,156300.0,161271.0,161271.0,239432.0,89.1,122461.0,45.6,313221,313221,159925,63404,102503,85092,80390,130849,43517,74833,46571,66783,-888888888,13.1,-888888888,17.7,172886,172886,172886,172886,387037,287567,74.3,24623,6.4,150478,49.2,155394,50.8,Tampa,Florida
"Dothan city, Alabama",1,21184,30301.0,5405.0,11360.0,26662.0,26662.0,31298.0,31298.0,43964.0,88.8,12478.0,25.2,57160,57160,30301,45088,70513,19024,56812,88118,31168,11277,28521,39334,-888888888,16.5,-888888888,21.3,33868,33868,33868,33868,71283,52436,73.6,4052,5.7,25117,45.4,30170,54.6,Dothan,Alabama
"Gilbert town, Arizona",4,27400,93472.0,12000.0,17269.0,102263.0,102263.0,103605.0,103605.0,164332.0,96.6,80624.0,47.4,200934,200934,93472,104802,130885,71394,116284,143074,44911,22078,65669,80771,-888888888,3.9,-888888888,5.9,95508,95508,95508,95508,273138,182419,66.8,21771,8.0,95833,49.9,96199,50.1,Gilbert,Arizona
"Glendale city, Arizona",4,27820,90604.0,15474.0,24184.0,98494.0,98494.0,102875.0,102875.0,139307.0,84.9,37866.0,23.1,198646,198646,90604,62910,78837,61736,71893,89130,28898,28868,38473,51329,-888888888,12.3,-888888888,14.0,95584,95584,95584,95584,249627,179930,72.1,17623,7.1,92572,48.4,98527,51.6,Glendale,Arizona
"Daly City city, California",6,17918,32887.0,7023.0,8273.0,46541.0,46541.0,43324.0,43324.0,67166.0,87.2,27875.0,36.2,89217,89217,32887,95424,123694,22771,113991,144062,42173,10116,42044,68283,-888888888,5.1,-888888888,7.8,37568,37568,37568,37568,101221,83790,82.8,5345,5.3,45412,51.8,42213,48.2,Daly City,California
"Davis city, California",6,18100,25316.0,5087.0,8364.0,28397.0,28397.0,30782.0,30782.0,34029.0,97.2,28307.0,80.9,58424,58424,25316,84074,125672,11815,166758,192896,47530,13501,37339,59130,-888888888,3.6,-888888888,25.5,27592,27592,27592,27592,66798,46477,69.6,7391,11.1,27505,48.2,29550,51.8,Davis,California
"Downey city, California",6,19766,36008.0,6019.0,10159.0,44998.0,44998.0,47732.0,47732.0,61538.0,77.6,20677.0,26.1,91408,91408,36008,72556,98403,27222,77076,106706,32469,8786,43649,64586,-888888888,7.8,-888888888,10.1,37581,37581,37581,37581,111637,85690,76.8,5266,4.7,43207,48.4,46109,51.6,Downey,California
"Dublin city, California",6,20018,23688.0,2793.0,4024.0,27245.0,27245.0,28207.0,28207.0,47360.0,96.3,33242.0,67.6,54715,54715,23688,205219,221110,-999999999,225027,-999999999,74365,4844,97286,120520,-888888888,2.4,-888888888,4.2,25372,25372,25372,25372,71680,51041,71.2,4198,5.9,25736,49.0,26744,51.0,Dublin,California
"Springfield city, Illinois",17,72000,51317.0,12131.0,18212.0,45055.0,45055.0,47764.0,47764.0,73961.0,92.4,30848.0,38.5,92121,92121,51317,62505,80484,25971,82456,100594,36284,25346,46313,55807,-888888888,14.4,-888888888,20.8,57997,57997,57997,57997,114340,84470,73.9,6446,5.6,42628,47.7,46709,52.3,Springfield,Illinois
"Hammond city, Indiana",18,31000,30737.0,6588.0,10507.0,30385.0,30385.0,33266.0,33266.0,43505.0,81.6,6075.0,11.4,62593,62593,30737,46248,63852,19485,55884,73836,26153,11252,35037,39263,-888888888,15.0,-888888888,17.0,33703,33703,33703,33703,76991,56899,73.9,5251,6.8,29566,48.4,31509,51.6,Hammond,Indiana
"Jurupa Valley city, California",6,37692,27454.0,4846.0,6629.0,43047.0,43047.0,40740.0,40740.0,47680.0,72.2,10192.0,15.4,81569,81569,27454,81052,97560,22039,78981,97856,26603,5415,44985,64975,-888888888,9.1,-888888888,12.9,28677,28677,28677,28677,106937,71681,67.0,9837,9.2,38839,50.2,38505,49.8,Jurupa Valley,California
"Lake Elsinore city, California",6,39486,21422.0,2114.0,5818.0,26048.0,26048.0,27171.0,27171.0,37157.0,83.9,11687.0,26.4,51617,51617,21422,76707,93238,17082,78967,96976,29162,-999999999,55269,-999999999,-888888888,10.2,-888888888,12.5,21975,21975,21975,21975,71573,47099,65.8,5085,7.1,23982,48.4,25519,51.6,Lake Elsinore,California
"Lake Forest city, California",6,39496,30962.0,4246.0,6482.0,35797.0,35797.0,37019.0,37019.0,58130.0,94.8,29688.0,48.4,71965,71965,30962,108838,139154,22402,140514,157935,51044,8560,72552,81177,-888888888,9.3,-888888888,10.4,32522,32522,32522,32522,85732,65841,76.8,5394,6.3,34072,49.2,35117,50.8,Lake Forest,California
"Shreveport city, Louisiana",22,70000,76167.0,15616.0,31063.0,66484.0,66484.0,80276.0,80276.0,106108.0,86.2,32802.0,26.6,143517,143517,76167,42034,66949,45313,51903,77237,27828,30854,31814,50524,-888888888,20.1,-888888888,25.8,90211,90211,90211,90211,183489,132142,72.0,12508,6.8,62348,45.0,76056,55.0,Shreveport,Louisiana
"Lowell city, Massachusetts",25,37000,42577.0,9310.0,14172.0,45273.0,45273.0,48002.0,48002.0,62763.0,83.0,21640.0,28.6,92421,92421,42577,64221,80255,26063,75841,91905,29770,16514,47216,56039,-888888888,13.3,-888888888,17.4,44466,44466,44466,44466,114005,83783,73.5,7825,6.9,43475,48.5,46211,51.5,Lowell,Massachusetts
"Pittsburg city, California",6,57456,23827.0,4272.0,4914.0,33705.0,33705.0,30417.0,30417.0,39197.0,75.5,10757.0,20.7,62848,62848,23827,92800,99872,18346,96308,105230,31819,5481,55954,58069,-888888888,8.3,-888888888,9.6,24600,24600,24600,24600,76551,57092,74.6,5761,7.5,31921,52.7,28694,47.3,Pittsburg,California
"Lynn city, Massachusetts",25,37490,37304.0,7035.0,13756.0,41277.0,41277.0,41274.0,41274.0,55807.0,81.5,15376.0,22.5,80691,80691,37304,64986,83701,24266,83980,100566,31109,13038,26830,44485,-888888888,10.1,-888888888,13.6,39222,39222,39222,39222,100831,73102,72.5,8461,8.4,37908,49.0,39473,51.0,Lynn,Massachusetts
"San Marcos city, California",6,68196,34037.0,4453.0,8734.0,34105.0,34105.0,38052.0,38052.0,53724.0,87.7,29392.0,48.0,71440,71440,34037,89239,119292,24911,115689,144846,43028,9126,26304,40593,-888888888,6.4,-888888888,10.0,35300,35300,35300,35300,94927,65000,68.5,6026,6.3,32122,46.8,36526,53.2,San Marcos,California
"San Mateo city, California",6,68252,39340.0,6410.0,10697.0,40571.0,40571.0,44170.0,44170.0,66935.0,89.2,43485.0,57.9,83845,83845,39340,129957,191726,24534,153194,227008,75607,14806,78975,121134,-888888888,4.3,-888888888,6.0,41607,41607,41607,41607,102175,78729,77.1,4658,4.6,38777,47.5,42895,52.5,San Mateo,California
"Lansing city, Michigan",26,46000,50590.0,12711.0,18335.0,44203.0,44203.0,49666.0,49666.0,66779.0,90.0,23407.0,31.6,92536,92536,50590,48818,63365,24545,61453,76089,29350,26045,37053,48360,-888888888,11.7,-888888888,18.0,55557,55557,55557,55557,111833,82826,74.1,7608,6.8,42389,47.0,47882,53.0,Lansing,Michigan
"Visalia city, California",6,82954,47660.0,7861.0,13041.0,51732.0,51732.0,57898.0,57898.0,77574.0,87.0,23463.0,26.3,107351,107351,47660,64165,87865,34228,67834,98341,29976,13432,48650,54507,-888888888,12.0,-888888888,16.8,49257,49257,49257,49257,142976,95275,66.6,10286,7.2,49696,47.8,54278,52.2,Visalia,California
"Vista city, California",6,82996,30614.0,5618.0,6838.0,43655.0,43655.0,36655.0,36655.0,53808.0,81.7,16897.0,25.6,79077,79077,30614,84262,110803,20830,92030,121013,35575,9784,54730,75249,-888888888,6.8,-888888888,11.9,31525,31525,31525,31525,98671,72742,73.7,5807,5.9,41152,53.7,35511,46.3,Vista,California
"Novi city, Michigan",26,59440,28217.0,4710.0,7196.0,25606.0,25606.0,28592.0,28592.0,44915.0,95.7,30582.0,65.2,53458,53458,28217,104597,135667,19489,129781,164150,58182,8728,52199,70876,-888888888,7.0,-888888888,6.2,30844,30844,30844,30844,66575,50342,75.6,3213,4.8,24619,47.4,27371,52.6,Novi,Michigan
"The Villages CDP, Florida",12,71625,-999999999.0,-999999999.0,-999999999.0,37988.0,37988.0,42703.0,42703.0,77303.0,95.9,34155.0,42.4,80691,80691,47527,65117,86533,30124,74867,91564,50590,17403,48423,74778,-888888888,-999999999.0,-888888888,3.9,54256,54256,54256,54256,80691,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,-999999999,-999999999.0,The Village,Florida
