NAME,state,place,K200101_001E,K200101_002E,K200101_003E,K200103_001E,K200103_002E,K200103_003E,K200104_001E,K200104_003E,K200104_004E,K200104_005E,K200104_006E,K200104_007E
"Hutto city, Texas",48,35624,30853,14647,16206,36.8,37.5,34.9,254190,23980,50490,39092,29636,21472
"Irving city, Texas",48,37000,254190,126296,127894,32.0,32.5,31.6,45404,3690,2412,5289,8285,7557
"Keller city, Texas",48,38632,45404,23290,22114,45.1,44.0,46.3,24476,2082,3343,2868,2037,3291
"Kerrville city, Texas",48,39040,24476,10755,13721,41.2,44.3,40.7,156260,16569,26818,24306,15632,12842
"Killeen city, Texas",48,39148,156260,74058,82202,29.5,28.6,30.2,25560,6392,3653,2871,1829,1697
"Kingsville city, Texas",48,39352,25560,12108,13452,25.9,25.4,27.3,51786,4914,9038,7793,6633,6872
"Kyle city, Texas",48,39952,51786,25397,26389,34.6,35.3,34.3,27880,2771,5047,3258,3285,3448
"Lake Jackson city, Texas",48,40588,27880,14395,13485,30.8,28.2,33.9,22086,1321,628,1939,4907,3157
"Lakeway city, Texas",48,40984,22086,11229,10857,49.2,47.2,50.0,19516,2637,2539,2700,2354,2721
"La Marque city, Texas",48,41116,19516,9683,9833,37.1,39.4,35.1,40729,3595,6137,5242,5929,3858
"Lancaster city, Texas",48,41212,40729,18458,22271,32.1,30.0,35.2,35967,4496,4475,5043,3369,5520
"La Porte city, Texas",48,41440,35967,17733,18234,38.6,36.0,39.9,258014,29854,35055,32289,30706,23348
"Laredo city, Texas",48,41464,258014,127451,130563,29.8,29.1,30.3,114664,6994,13655,19185,17082,12165
"League City city, Texas",48,41980,114664,56349,58315,38.2,38.4,38.1,68993,4251,7301,11407,14007,8371
"Leander city, Texas",48,42016,68993,33227,35766,38.2,39.2,37.8,112853,9808,24580,16303,13218,13429
"Lewisville city, Texas",48,42508,112853,54197,58656,34.6,33.8,35.2,51053,3146,4965,10589,8250,4933
"Little Elm city, Texas",48,43012,51053,25764,25289,36.5,36.9,35.7,81877,9783,10718,10780,8716,9465
"Longview city, Texas",48,43888,81877,39577,42300,34.5,33.4,35.3,260990,48720,36698,32682,24926,23972
"Lubbock city, Texas",48,45000,260990,126426,134564,30.0,29.2,30.9,34075,2975,5253,3318,4174,4065
"Lufkin city, Texas",48,45072,34075,16797,17278,37.1,33.5,40.0,143922,14363,20872,19507,19255,11500
"McAllen city, Texas",48,45384,143922,69887,74035,33.9,32.5,35.6,202680,15046,24892,36676,29960,20894
"McKinney city, Texas",48,45744,202680,99984,102696,37.0,36.0,38.2,74106,5735,8378,11640,10805,8915
"Mansfield city, Texas",48,46452,74106,38086,36020,38.6,37.4,41.1,27789,3294,3501,4037,2809,2124
"Marshall city, Texas",48,46776,27789,12599,15190,32.9,29.1,35.9,148087,15630,22775,18107,17238,16987
"Mesquite city, Texas",48,47892,148087,69481,78606,32.8,31.9,34.8,131292,11715,27335,19262,12925,10915
"Midland city, Texas",48,48072,131292,64931,66361,31.9,32.0,31.8,37050,2367,4758,6079,5629,3198
"Midlothian city, Texas",48,48096,37050,16963,20087,36.0,36.5,34.7,86215,10537,10605,12438,9318,9645
"Mission city, Texas",48,48768,86215,42469,43746,33.1,33.9,32.7,34842,3697,3472,4126,4962,4954
"Mission Bend CDP, Texas",48,48772,34842,17674,17168,41.1,36.3,41.8,76462,5561,9877,9094,8812,13627
"Missouri City city, Texas",48,48804,76462,35869,40593,42.0,39.5,43.1,23201,1316,1155,3832,3593,2169
"Murphy city, Texas",48,50100,23201,10733,12468,39.2,40.9,38.3,32113,9499,3804,3010,2164,3093
"Nacogdoches city, Texas",48,50256,32113,16169,15944,26.6,24.0,30.1,20165,1325,3731,2762,1706,2424
"Nederland city, Texas",48,50580,20165,9537,10628,32.0,30.9,33.3,96630,9811,14005,15388,12453,8542
"New Braunfels city, Texas",48,50820,96630,48877,47753,37.0,33.9,38.2,70212,5430,9637,8288,9794,9752
"North Richland Hills city, Texas",48,52356,70212,36285,33927,41.2,36.5,45.9,116436,12666,18272,17529,14828,8767
"Odessa city, Texas",48,53388,116436,61019,55417,32.0,31.0,32.6,24402,1999,3070,1882,3673,2752
"Paris city, Texas",48,55080,24402,10937,13465,39.8,32.2,46.7,148629,13500,22954,18652,16563,18208
"Pasadena city, Texas",48,56000,148629,70612,78017,34.7,35.0,34.5,120694,8077,17511,17475,14608,13070
"Pearland city, Texas",48,56348,120694,56054,64640,36.1,34.9,36.9,23707,1541,4576,2988,1631,3686
"Pecan Grove CDP, Texas",48,56482,23707,10753,12954,35.4,38.1,32.4,66700,3682,7290,12868,11817,6805
"Pflugerville city, Texas",48,57176,66700,32941,33759,38.0,37.8,38.1,79697,9597,9204,11214,7505,5868
"Pharr city, Texas",48,57200,79697,37251,42446,30.1,30.2,30.0,20401,3325,2425,1686,2875,2048
"Plainview city, Texas",48,57980,20401,9250,11151,28.5,29.2,28.3,287037,27197,38893,44661,39765,38199
"Plano city, Texas",48,58016,287037,142641,144396,38.3,37.3,39.1,55634,5977,7015,6356,7062,5320
"Port Arthur city, Texas",48,58820,55634,28147,27487,35.5,34.0,36.8,23151,1589,5569,3167,2030,2169
"Princeton city, Texas",48,59576,23151,11732,11419,28.5,28.6,27.9,36106,1738,4999,5883,6712,2136
"Prosper town, Texas",48,59696,36106,19363,16743,33.4,31.6,33.7,116369,13956,18579,14120,15704,12542
"Richardson city, Texas",48,61796,116369,56624,59745,35.7,35.4,35.8,49665,3650,8330,4335,8333,5565
"Rockwall city, Texas",48,62828,49665,25486,24179,39.8,35.4,45.3,39464,5924,6218,6240,3977,3585
"Rosenberg city, Texas",48,63284,39464,19505,19959,30.0,35.8,27.7,127130,12797,18193,21102,16543,12158
"Round Rock city, Texas",48,63500,127130,62833,64297,35.3,34.8,36.2,61652,6476,7071,7027,10798,10224
"Rowlett city, Texas",48,63572,61652,30817,30835,43.6,41.8,44.3,27909,2317,1512,4856,5781,3670
"Sachse city, Texas",48,64064,27909,14311,13598,43.6,43.7,43.5,24014,1727,2750,3931,1908,3666
"Saginaw city, Texas",48,64112,24014,11387,12627,38.9,38.6,39.0,101063,12679,14084,13509,10714,10390
"San Angelo city, Texas",48,64472,101063,50227,50836,34.8,33.3,36.3,1451863,153097,234808,201774,166436,151407
"San Antonio city, Texas",48,65000,1451863,715140,736723,34.1,33.3,35.0,24774,3030,2814,2450,2548,2755
"San Benito city, Texas",48,65036,24774,13650,11124,35.7,31.8,40.4,35582,4480,3947,4203,4083,3811
"San Juan city, Texas",48,65516,35582,19646,15936,31.1,27.4,35.8,68578,24413,11816,6770,4078,4066
"San Marcos city, Texas",48,65600,68578,32577,36001,24.3,25.3,23.0,43212,2571,6436,4607,6409,7289
"Schertz city, Texas",48,66128,43212,21355,21857,41.7,41.3,43.2,25389,2794,6246,3803,2440,2537
"Seagoville city, Texas",48,66428,25389,13967,11422,30.9,30.4,34.2,30907,3547,4570,4224,3541,3810
"Seguin city, Texas",48,66644,30907,16092,14815,39.1,36.8,43.6,44881,4132,6349,5586,4836,6118
"Sherman city, Texas",48,67496,44881,23751,21130,38.9,38.4,39.3,20367,1770,1567,4763,2229,2853
"Sienna CDP, Texas",48,67763,20367,11038,9329,38.1,36.7,41.8,36223,3660,4323,3434,5859,5223
"Socorro city, Texas",48,68636,36223,17120,19103,43.4,42.7,43.5,30857,2304,983,3783,6158,4459
"Southlake city, Texas",48,69032,30857,14704,16153,41.2,44.6,37.0,71893,7151,13827,7879,9467,7793
"Spring CDP, Texas",48,69596,71893,35450,36443,31.3,32.2,30.1,109337,6887,8304,15277,16300,13986
"Sugar Land city, Texas",48,70808,109337,54859,54478,41.6,40.5,42.6,85428,8533,13205,10464,9996,9092
"Temple city, Texas",48,72176,85428,43850,41578,34.9,33.8,36.6,36022,2901,5130,5948,3026,5057
"Texarkana city, Texas",48,72368,36022,17700,18322,35.9,33.0,40.7,54246,6393,8730,5630,3930,7596
"Texas City city, Texas",48,72392,54246,24596,29650,31.4,30.4,33.0,44997,2981,7345,7106,7089,6580
"The Colony city, Texas",48,72530,44997,21244,23753,37.8,37.8,37.7,116251,5711,9616,15533,19369,16518
"The Woodlands CDP, Texas",48,72656,116251,54900,61351,42.5,42.3,42.7,32611,1547,3085,5743,3667,4133
"Timberwood Park CDP, Texas",48,73057,32611,15728,16883,35.1,37.3,32.5,107199,13664,17021,12615,11618,11121
"Tyler city, Texas",48,74144,107199,53417,53782,33.9,31.6,36.8,20085,1797,2718,2114,3512,2187
"Universal City city, Texas",48,74408,20085,11024,9061,39.5,33.7,46.2,24848,4149,1614,2659,3270,4065
"University Park city, Texas",48,74492,24848,12337,12511,33.5,33.1,35.2,65384,6737,9706,9217,5459,7256
"Victoria city, Texas",48,75428,65384,32922,32462,33.3,31.8,35.9,139601,25743,20525,14827,13370,14015
"Waco city, Texas",48,76000,139601,65819,73782,29.5,29.8,29.3,21642,2239,2752,2199,3012,3031
"Watauga city, Texas",48,76672,21642,11575,10067,36.5,34.0,37.8,43374,4487,7907,4922,5289,3556
"Waxahachie city, Texas",48,76816,43374,20864,22510,30.8,30.2,31.5,33715,4539,3513,3402,4748,4473
"Weatherford city, Texas",48,76864,33715,16387,17328,38.6,36.8,41.1,41029,3745,6007,4636,3808,2267
"Weslaco city, Texas",48,77272,41029,19874,21155,27.3,26.6,27.5,34264,1622,5624,5864,2364,2151
"West Odessa CDP, Texas",48,77728,34264,16168,18096,30.1,34.5,28.9,102986,15503,15434,13265,9678,10760
"Wichita Falls city, Texas",48,79000,102986,53081,49905,32.7,31.9,33.8,58291,6426,5398,10345,9462,5884
"Wylie city, Texas",48,80356,58291,25959,32332,38.6,39.1,37.8,34421,4537,6071,4086,3856,2218
"American Fork city, Utah",49,01310,34421,16627,17794,28.9,29.4,28.6,21206,894,3846,3487,1945,404
"Bluffdale city, Utah",49,06810,21206,10339,10867,27.5,28.9,27.2,45438,2930,8947,4301,3825,4702
"Bountiful city, Utah",49,07690,45438,22535,22903,30.3,30.6,29.9,19932,2520,3108,2820,2053,2178
"Brigham City city, Utah",49,08460,19932,9866,10066,33.9,35.1,31.8,39892,8710,6063,4603,2150,3344
"Cedar City city, Utah",49,11320,39892,21348,18544,28.1,28.0,28.6,32245,2296,6592,4896,2616,3129
"Clearfield city, Utah",49,13850,32245,17418,14827,30.7,30.7,30.6,23680,2205,2206,3766,2627,3399
"Clinton city, Utah",49,14290,23680,11763,11917,39.8,39.7,39.8,32870,1594,4613,5442,3147,5055
"Cottonwood Heights city, Utah",49,16270,32870,15984,16886,40.3,41.4,39.1,51917,3611,8070,9269,5573,4709
"Draper city, Utah",49,20120,51917,28354,23563,32.6,32.3,34.0,49735,5364,8072,7803,4843,2000
"Eagle Mountain city, Utah",49,20810,49735,23618,26117,24.6,25.8,22.8,24762,1960,2743,4744,3061,2300
"Farmington city, Utah",49,24740,24762,12136,12626,36.6,37.1,35.3,58207,6860,11174,7888,10833,2266
"Herriman city, Utah",49,34970,58207,30626,27581,29.7,26.6,33.3,21938,2032,1609,2436,3405,1407
"Highland city, Utah",49,35190,21938,11900,10038,23.4,23.5,23.0,31389,2450,3868,4658,4230,3475
"Holladay city, Utah",49,36070,31389,15665,15724,40.4,40.2,40.6,22184,2428,3222,1502,1865,4330
"Hurricane city, Utah",49,37170,22184,12413,9771,48.8,45.1,54.2,32981,2801,4011,5262,3772,2462
"Kaysville city, Utah",49,40360,32981,17270,15711,31.9,31.5,32.1,36757,5210,4033,5588,4627,2834
"Kearns metro township, Utah",49,40470,36757,18161,18596,29.5,27.3,31.3,83299,8538,11010,13749,9131,7362
"Layton city, Utah",49,43660,83299,42832,40467,31.9,30.5,33.6,79979,7549,12918,13531,5535,4602
"Lehi city, Utah",49,44320,79979,40966,39013,25.2,26.8,23.7,54429,17461,9804,5527,2765,1626
"Logan city, Utah",49,45860,54429,26619,27810,23.7,24.3,23.2,29260,2847,4339,3902,3661,4363
"Magna metro township, Utah",49,47290,29260,16224,13036,34.7,31.6,37.1,35939,3588,7765,5817,2531,3695
"Midvale city, Utah",49,49710,35939,17578,18361,32.7,34.4,32.0,64109,5440,10445,9786,7237,6728
"Millcreek city, Utah",49,50150,64109,31026,33083,38.4,36.8,39.0,49724,5737,7705,6829,6244,5936
"Murray city, Utah",49,53230,49724,25036,24688,37.1,36.0,39.1,21552,1706,2103,3882,1742,1564
"North Ogden city, Utah",49,55100,21552,10463,11089,35.5,35.3,35.9,21966,3697,2829,2996,2620,1391
"North Salt Lake city, Utah",49,55210,21966,10949,11017,30.8,29.7,31.6,86800,9438,16114,12925,8732,9026
"Ogden city, Utah",49,55980,86800,45094,41706,33.2,33.3,33.0,97872,16662,17009,12723,8702,8162
"Orem city, Utah",49,57300,97872,49858,48014,28.8,28.7,28.8,20160,2048,2168,2872,2145,2080
"Payson city, Utah",49,58730,20160,10353,9807,32.6,31.8,33.6,37941,4940,7489,3429,3257,3307
"Pleasant Grove city, Utah",49,60930,37941,19304,18637,27.2,26.8,27.6,114085,43663,17805,7607,8587,5969
"Provo city, Utah",49,62470,114085,56058,58027,23.5,23.9,23.0,45156,2759,5414,6598,5584,4679
"Riverton city, Utah",49,64340,45156,23853,21303,32.1,32.3,32.1,39358,3439,7560,6179,3808,3532
"Roy city, Utah",49,65110,39358,19058,20300,31.8,31.4,32.3,99965,13038,8807,10614,13089,9084
"St. George city, Utah",49,65330,99965,50330,49635,38.7,35.8,41.7,200475,27666,45547,28086,22754,18554
"Salt Lake City city, Utah",49,67000,200475,101354,99121,32.5,32.8,31.9,95038,6239,11916,14504,10447,12272
"Sandy city, Utah",49,67440,95038,47020,48018,37.4,37.3,37.5,44155,3660,6326,6162,5106,1093
"Saratoga Springs city, Utah",49,67825,44155,22848,21307,23.0,22.7,27.0,80142,4525,11264,11213,9044,8144
"South Jordan city, Utah",49,70850,80142,36727,43415,34.4,36.4,32.4,26158,3315,5159,4866,2974,1695
"South Salt Lake city, Utah",49,71070,26158,14950,11208,34.2,34.4,32.5,43869,4202,6750,6748,3781,2990
"Spanish Fork city, Utah",49,71290,43869,22412,21457,28.2,25.9,30.1,36126,3754,5552,4502,3480,2689
"Springville city, Utah",49,72280,36126,20024,16102,28.4,26.1,30.7,33333,2429,2633,5968,4005,2272
"Syracuse city, Utah",49,74810,33333,17041,16292,27.6,28.0,27.5,59245,4122,7759,8873,6863,6341
"Taylorsville city, Utah",49,75360,59245,29724,29521,36.8,33.1,39.8,37114,2677,4447,7032,4605,2801
"Tooele city, Utah",49,76680,37114,20056,17058,33.6,33.4,34.8,31030,808,3221,5219,1218,2571
"Washington city, Utah",49,81960,31030,15701,15329,36.4,35.2,38.6,116544,10705,16540,20252,11590,11075
"West Jordan city, Utah",49,82950,116544,60257,56287,32.5,30.7,33.8,139094,16268,20259,18297,17293,14629
"West Valley City city, Utah",49,83470,139094,70271,68823,31.3,30.9,31.9,44783,16953,7592,3476,2352,4895
"Burlington city, Vermont",50,10675,44783,19644,25139,26.7,27.2,26.3,24218,1879,4493,4410,3101,1811
"South Burlington city, Vermont",50,66175,24218,12517,11701,37.7,36.2,39.6,154706,8125,31195,29915,20069,17306
"Alexandria city, Virginia",51,01000,154706,74092,80614,37.2,37.4,37.1,43941,2817,5091,7103,6567,4829
"Annandale CDP, Virginia",51,01912,43941,20885,23056,40.3,41.6,38.9,232965,19342,50950,38780,30975,22993
"Arlington CDP, Virginia",51,03000,232965,117490,115475,35.9,35.8,36.0,46095,3402,4272,5730,7178,5337
"Ashburn CDP, Virginia",51,03320,46095,22628,23467,41.0,40.1,44.1,24181,2069,4115,3795,2915,2114
"Bailey's Crossroads CDP, Virginia",51,04088,24181,12971,11210,34.0,31.5,37.2,44955,24748,4469,3253,3447,1743
"Blacksburg town, Virginia",51,07784,44955,24603,20352,21.7,21.7,21.8,20997,1815,2427,3086,2936,2055
"Bon Air CDP, Virginia",51,08472,20997,9843,11154,40.0,40.3,38.4,23747,1031,1646,6271,4058,1684
"Brambleton CDP, Virginia",51,09188,23747,12374,11373,39.3,38.8,39.6,21666,1313,2971,3254,3012,2756
"Buckhall CDP, Virginia",51,10776,21666,11371,10295,37.1,36.1,39.1,43538,3314,4232,5700,6508,5510
"Burke CDP, Virginia",51,11464,43538,22306,21232,37.9,36.7,39.2,25760,1489,2346,3256,3005,4374
"Cave Spring CDP, Virginia",51,13720,25760,12028,13732,44.3,43.4,44.7,75010,7837,10015,10906,10172,8119
"Centreville CDP, Virginia",51,14440,75010,36654,38356,37.1,36.1,37.6,24365,2041,2760,3109,4905,2909
"Chantilly CDP, Virginia",51,14744,24365,12706,11659,40.0,40.1,39.7,45672,10721,8322,5005,4469,4757
"Charlottesville city, Virginia",51,14968,45672,22025,23647,31.2,30.9,31.4,24878,1156,5127,4448,2180,2646
"Cherry Hill CDP, Virginia",51,15176,24878,13155,11723,31.1,30.1,32.1,251269,22347,32279,37870,30191,32232
"Chesapeake city, Virginia",51,16000,251269,124095,127174,37.8,36.5,39.3,22654,2126,1849,3600,2870,3826
"Chester CDP, Virginia",51,16096,22654,11275,11379,43.1,43.0,43.2,24118,909,4621,3790,1864,2932
"Christiansburg town, Virginia",51,16608,24118,11754,12364,36.4,35.7,37.5,79782,6773,9240,13872,10613,9120
"Dale City CDP, Virginia",51,21088,79782,40183,39599,35.8,35.1,36.3,42215,3422,5181,5027,4669,5838
"Danville city, Virginia",51,21344,42215,19718,22497,42.1,37.1,44.2,24276,3587,2395,2494,3787,3243
"Fairfax city, Virginia",51,26496,24276,11750,12526,44.2,42.7,44.8,32077,3557,5070,5729,5161,2383
"Fair Oaks CDP, Virginia",51,26875,32077,14983,17094,35.6,36.3,34.5,19984,1104,3574,3358,3431,2671
"Franconia CDP, Virginia",51,29552,19984,10318,9666,38.4,37.4,39.1,28367,5292,4318,4231,2930,3293
"Fredericksburg city, Virginia",51,29744,28367,13892,14475,35.4,33.9,36.3,137746,16284,21712,17595,13081,18274
"Hampton city, Virginia",51,35000,137746,65969,71777,36.0,34.4,37.7,51430,17630,7232,6965,3790,3257
"Harrisonburg city, Virginia",51,35624,51430,24632,26798,25.1,25.1,25.0,24340,2130,4533,3857,2863,2421
"Herndon town, Virginia",51,36648,24340,14100,10240,33.8,33.1,35.5,21219,2032,3351,1813,3022,2644
"Hopewell city, Virginia",51,38424,21219,9419,11800,35.5,34.6,39.1,20775,1209,3046,3088,2941,2937
"Kingstowne CDP, Virginia",51,42746,20775,10404,10371,36.5,36.0,36.9,45780,3449,4915,7473,6176,5236
"Lake Ridge CDP, Virginia",51,43432,45780,21381,24399,36.2,35.5,37.3,48903,4173,7815,9406,5238,5556
"Leesburg town, Virginia",51,44984,48903,25603,23300,34.7,31.7,37.4,21727,1452,2648,4010,2572,3040
"Leesylvania CDP, Virginia",51,45008,21727,10743,10984,36.8,37.0,36.1,21006,2040,3783,3606,2113,2663
"Lincolnia CDP, Virginia",51,45784,21006,10433,10573,37.1,37.6,33.1,41132,3998,3321,5742,8329,3898
"Linton Hall CDP, Virginia",51,45957,41132,19702,21430,36.6,36.5,36.7,20652,2695,1508,2531,3301,2571
"Lorton CDP, Virginia",51,47064,20652,9403,11249,37.7,38.3,35.8,79009,21218,10701,7977,6437,6794
"Lynchburg city, Virginia",51,47672,79009,37275,41734,27.6,26.2,29.8,50254,2812,2217,5611,8494,7460
"McLean CDP, Virginia",51,48376,50254,24342,25912,47.6,48.1,47.3,20112,2363,5841,3860,2537,1665
"McNair CDP, Virginia",51,48450,20112,11351,8761,31.2,30.1,35.4,42708,4188,5739,6742,4843,5195
"Manassas city, Virginia",51,48952,42708,21972,20736,33.7,33.2,35.4,20354,1597,2661,2408,2979,2578
"Meadowbrook CDP, Virginia",51,50568,20354,10090,10264,43.6,38.0,44.7,38844,3317,3919,4694,4493,5897
"Mechanicsville CDP, Virginia",51,50856,38844,18505,20339,44.4,43.7,46.8,22536,969,2240,4819,1471,2427
"Montclair CDP, Virginia",51,52658,22536,11578,10958,35.5,32.5,36.6,184587,21849,28787,24753,18837,22333
"Newport News city, Virginia",51,56000,184587,89191,95396,34.5,32.5,36.4,235089,40963,45656,28524,21235,25300
"Norfolk city, Virginia",51,57000,235089,123913,111176,31.3,29.4,34.1,32765,2618,4697,5909,3439,3094
"Oakton CDP, Virginia",51,58472,32765,15197,17568,38.5,38.7,38.3,33429,3346,5314,4195,3341,4048
"Petersburg city, Virginia",51,61832,33429,15716,17713,36.7,35.5,38.7,97840,9015,16175,13687,8978,11960
"Portsmouth city, Virginia",51,64000,97840,47672,50168,35.6,33.8,38.1,60535,4410,12037,6870,7391,9504
"Reston CDP, Virginia",51,66672,60535,29573,30962,42.0,39.0,45.1,226604,25726,49508,31810,21745,26856
"Richmond city, Virginia",51,67000,226604,106544,120060,34.8,34.6,35.0,98865,7508,15544,12387,11861,12104
"Roanoke city, Virginia",51,68000,98865,47321,51544,37.6,36.7,39.3,19850,1416,3229,2766,2188,2485
"Rose Hill CDP (Fairfax County), Virginia",51,68880,19850,10676,9174,38.2,36.2,40.2,25373,3166,2402,3387,2769,3830
"Salem city, Virginia",51,70000,25373,12480,12893,42.2,37.7,43.8,31786,2143,2902,4747,5457,4939
"Short Pump CDP, Virginia",51,72272,31786,15206,16580,40.3,40.6,40.0,32919,1488,4251,5590,7399,3208
"South Riding CDP, Virginia",51,74100,32919,17165,15754,37.9,38.1,37.6,31454,2681,3975,5527,4351,3987
"Springfield CDP, Virginia",51,74592,31454,16052,15402,38.7,40.2,38.2,25661,2522,3177,3636,3342,3018
"Staunton city, Virginia",51,75216,25661,11338,14323,42.8,44.9,42.2,28589,2854,4789,5064,3588,3717
"Sterling CDP, Virginia",51,75376,28589,15833,12756,36.9,35.7,37.5,96194,7658,12083,13649,12252,13402
"Suffolk city, Virginia",51,76432,96194,47224,48970,39.0,37.2,40.5,48417,2911,4454,7474,5932,5886
"Tuckahoe CDP, Virginia",51,79560,48417,22872,25545,40.7,40.2,42.2,25270,2006,6196,2980,3825,2389
"Tysons CDP, Virginia",51,79950,25270,13390,11880,37.1,34.1,40.7,457672,40379,72137,64374,53148,57721
"Virginia Beach city, Virginia",51,82000,457672,225012,232660,37.1,35.8,38.8,22550,1985,3015,3908,2547,3380
"Waynesboro city, Virginia",51,83680,22550,11840,10710,39.2,36.7,41.0,30343,2595,4178,5327,4950,2887
"West Falls Church CDP, Virginia",51,84368,30343,14454,15889,39.8,40.5,38.5,24319,910,2703,4225,2994,2662
"West Springfield CDP, Virginia",51,84976,24319,12135,12184,37.8,36.3,39.3,28136,2775,3335,3937,3802,3219
"Winchester city, Virginia",51,86720,28136,12822,15314,35.3,39.5,30.9,41269,3728,6616,6398,6604,4217
"Woodbridge CDP, Virginia",51,87312,41269,19912,21357,37.7,40.1,35.3,22226,2047,3104,2631,3417,3303
"Woodlawn CDP (Fairfax County), Virginia",51,87410,22226,11210,11016,40.2,33.8,44.9,20046,2132,2034,3557,2328,2633
"Aberdeen city, Washington",53,00100,20046,9747,10299,36.8,39.3,35.9,23236,2222,3202,2538,4354,2490
"Arlington city, Washington",53,02585,23236,11701,11535,34.9,32.2,35.7,87061,8966,13674,12508,9928,11892
"Auburn city, Washington",53,03180,87061,45414,41647,35.5,33.7,37.5,24556,989,1233,3582,3139,4422
