NAME,state,place,population_total,population_male,population_female,population_median_age,population_median_age_male,population_median_age_female,population_total_2,population_18_to_24,population_25_to_34,population_35_to_44,population_45_to_54,population_55_to_64,income_household,income_household_median,income_family_median,income_nonfamily_median,earnings_median,employment_total,employment_male,employment_female,occupancy_status_total,occupancy_status_occupied,occupancy_status_vacant,City,State
"The Villages CDP, Florida",12,71625,80691,37988,42703,74.1,74.5,73.7,48877.0,2807.0,7334.0,6511.0,5909.0,5928.0,35155.0,65117.0,74867.0,34074.0,26719,41148.0,4608,5269,54256,47527,6729,The Village,Florida
"Titusville city, Florida",12,71900,48877,24202,24675,43.9,43.3,44.2,87862.0,6073.0,12380.0,12488.0,14750.0,12330.0,21820.0,46953.0,65804.0,31379.0,32330,71357.0,14110,15244,24447,21358,3089,Titusville,Florida
"Town 'n' Country CDP, Florida",12,72145,87862,41232,46630,40.7,39.8,41.6,48411.0,12902.0,10708.0,4700.0,4117.0,4262.0,7056.0,58140.0,61671.0,41331.0,32191,41203.0,27660,32474,37239,35155,2084,Town 'n' Countr,Florida
"University CDP (Hillsborough County), Florida",12,73163,48411,23716,24695,27.4,26.3,28.3,38572.0,22538.0,3254.0,2867.0,2571.0,1327.0,14770.0,31761.0,31409.0,73695.0,22830,36260.0,16707,20842,23616,21820,1796,University CDP (Hillsborough Co,Florida
"University CDP (Orange County), Florida",12,73172,38572,16988,21584,20.4,20.8,20.2,40444.0,2558.0,4689.0,5077.0,6436.0,5832.0,14261.0,42548.0,47960.0,34847.0,27444,32398.0,14542,18583,7935,7056,879,University CDP (Orange Co,Florida
"Valrico CDP, Florida",12,73700,40444,19952,20492,43.5,41.2,45.1,26048.0,733.0,1420.0,919.0,2527.0,5417.0,12016.0,87080.0,93760.0,30264.0,46442,24702.0,12216,13044,15686,14770,916,Valric,Florida
"Venice city, Florida",12,73900,26048,11812,14236,66.3,66.2,66.5,28650.0,1118.0,3174.0,3275.0,3128.0,5078.0,9234.0,69224.0,109313.0,51277.0,51102,25447.0,5139,5877,20735,14261,6474,Venice,Florida
"Vero Beach South CDP, Florida",12,74200,28650,13908,14742,54.2,49.0,56.0,23347.0,1254.0,2662.0,2828.0,3376.0,3086.0,20951.0,56280.0,63457.0,45456.0,31371,18588.0,8586,8219,14362,12016,2346,Vero Beach Sout,Florida
"Wekiwa Springs CDP, Florida",12,75725,23347,10703,12644,42.9,42.9,42.9,61450.0,4779.0,5777.0,9234.0,8531.0,5885.0,23868.0,95852.0,107215.0,35045.0,50856,47848.0,6444,7578,9563,9234,329,Wekiwa Spring,Florida
"Wellington village, Florida",12,75812,61450,29337,32113,41.2,40.5,41.8,77319.0,7748.0,7660.0,11941.0,12186.0,6479.0,12393.0,111319.0,120029.0,51845.0,48403,56819.0,17357,18712,23675,20951,2724,Wellington vi,Florida
"Wesley Chapel CDP, Florida",12,75875,77319,39475,37844,34.9,31.9,36.0,31099.0,3670.0,4536.0,4352.0,5376.0,3810.0,17340.0,90878.0,103723.0,47484.0,46876,25828.0,25160,23671,24706,23868,838,Wesley Chape,Florida
"Westchase CDP, Florida",12,76062,31099,14804,16295,38.4,34.4,42.0,49549.0,5521.0,6303.0,4282.0,7486.0,9461.0,9615.0,103046.0,118027.0,34954.0,56327,46126.0,11878,10555,12465,12393,72,Westchas,Florida
"Westchester CDP, Florida",12,76075,49549,23423,26126,51.8,50.5,53.9,29032.0,1719.0,2799.0,4026.0,3876.0,5608.0,9863.0,57749.0,66209.0,24489.0,27631,23656.0,16179,17266,18168,17340,828,Westcheste,Florida
"West Little River CDP, Florida",12,76487,29032,14632,14400,46.1,45.5,46.8,27829.0,1874.0,4208.0,2892.0,3983.0,2897.0,20227.0,45499.0,46606.0,23656.0,30108,21221.0,9855,8320,10012,9615,397,West Little Rive,Florida
"West Melbourne city, Florida",12,76500,27829,13543,14286,37.5,35.3,39.3,67322.0,6257.0,4253.0,8315.0,11950.0,9184.0,50409.0,75208.0,97461.0,33415.0,41407,50697.0,8589,7909,9994,9863,131,West Melbourne,Florida
"Weston city, Florida",12,76582,67322,30668,36654,40.0,40.6,38.8,117253.0,9673.0,16499.0,16336.0,15741.0,13477.0,14339.0,122774.0,131212.0,76166.0,54665,99576.0,19682,23355,22530,20227,2303,Weston,Florida
"West Palm Beach city, Florida",12,76600,117253,57146,60107,42.2,39.2,46.2,46502.0,2178.0,4794.0,8445.0,6057.0,4735.0,19205.0,59400.0,68176.0,46085.0,37838,31472.0,37848,36778,60001,50409,9592,West Palm Beach,Florida
"Winter Garden city, Florida",12,78250,46502,21620,24882,36.1,39.1,34.5,52695.0,4217.0,7497.0,6015.0,6228.0,5672.0,12157.0,90646.0,104639.0,27369.0,39965,40690.0,12502,14484,16931,14339,2592,Winter Garden,Florida
"Winter Haven city, Florida",12,78275,52695,25460,27235,37.4,38.3,36.1,29130.0,2970.0,3311.0,3544.0,3594.0,3530.0,16213.0,53346.0,63912.0,38170.0,36454,24068.0,14885,15676,21818,19205,2613,Winter Haven,Florida
"Winter Park city, Florida",12,78300,29130,14088,15042,41.2,41.0,41.2,38331.0,3073.0,3717.0,5003.0,5034.0,4439.0,11061.0,103116.0,140473.0,31923.0,59693,31060.0,8196,9440,13941,12157,1784,Winter Park,Florida
"Winter Springs city, Florida",12,78325,38331,17575,20756,43.0,41.5,45.0,32722.0,1110.0,1586.0,5591.0,6809.0,4325.0,10158.0,72696.0,78937.0,22305.0,40953,24813.0,10286,11689,16621,16213,408,Winter Springs,Florida
"World Golf Village CDP, Florida",12,78740,32722,15800,16922,44.5,44.5,44.4,19965.0,1845.0,4196.0,2271.0,2242.0,3205.0,7491.0,127985.0,111153.0,32669.0,82047,17532.0,9491,10543,12316,11061,1255,World Golf Villag,Florida
"Wright CDP, Florida",12,78800,19965,10687,9278,37.4,36.2,43.0,20103.0,3021.0,2517.0,1693.0,1322.0,3045.0,8908.0,55141.0,55393.0,47626.0,36977,16873.0,7954,6333,11207,10158,1049,Wrigh,Florida
"Yulee CDP, Florida",12,79175,20103,10836,9267,34.3,30.9,39.9,20901.0,1510.0,3152.0,2002.0,1566.0,2647.0,7870.0,77230.0,75554.0,40611.0,40109,16511.0,6669,5722,7664,7491,173,Yule,Florida
"Zephyrhills city, Florida",12,79225,20901,8103,12798,42.1,40.5,42.6,19373.0,1971.0,3215.0,2354.0,3439.0,2013.0,27357.0,40952.0,50438.0,78433.0,31058,53098.0,3798,7315,9882,8908,974,Zephyrhills,Florida
"Acworth city, Georgia",13,408,19373,10459,8914,38.6,34.1,44.6,67146.0,8192.0,8260.0,9109.0,6561.0,8186.0,25457.0,76089.0,83750.0,33711.0,39878,51696.0,7486,6239,8534,7870,664,Acworth,Georgia
"Albany city, Georgia",13,1052,67146,31272,35874,36.3,34.5,37.5,66108.0,5151.0,6842.0,8674.0,10507.0,10784.0,54438.0,38999.0,50282.0,39008.0,28393,106888.0,20251,22164,32318,27357,4961,Albany,Georgia
"Alpharetta city, Georgia",13,1696,66108,33837,32271,40.6,37.2,43.9,126006.0,33756.0,20750.0,13484.0,11093.0,11378.0,232720.0,122326.0,170370.0,35405.0,71746,419538.0,21945,21837,26292,25457,835,Alpharetta,Georgia
"Athens-Clarke County unified government (balance), Georgia",13,3440,126006,60263,65743,29.0,27.9,30.0,496480.0,67799.0,103338.0,73086.0,53655.0,49894.0,72760.0,50299.0,77952.0,58698.0,26297,158765.0,44260,47700,55757,54438,1319,Athens-Clarke County unified government (bal,Georgia
"Atlanta city, Georgia",13,4000,496480,243807,252673,34.3,34.0,34.6,200032.0,22173.0,31463.0,24969.0,20937.0,24358.0,23470.0,74107.0,101490.0,60865.0,48980,43108.0,178606,176270,253355,232720,20635,Atlanta,Georgia
"Augusta-Richmond County consolidated government (balance), Georgia",13,4204,200032,98273,101759,35.2,32.9,37.8,55365.0,4832.0,12677.0,9772.0,5264.0,6323.0,6673.0,47921.0,51818.0,43469.0,28156,14145.0,63073,65308,90645,72760,17885,Augusta-Richmond County consolidated government (bal,Georgia
"Brookhaven city, Georgia",13,10944,55365,27012,28353,33.7,34.9,32.4,20663.0,1047.0,1041.0,3528.0,3490.0,858.0,7514.0,97514.0,146995.0,43624.0,70042,18085.0,20241,19346,27515,23470,4045,Brookhaven,Georgia
"Buford city, Georgia",13,11784,20663,11392,9271,37.4,21.5,44.2,21280.0,1201.0,3826.0,2507.0,2715.0,3479.0,13295.0,41436.0,52614.0,70056.0,39116,26664.0,5708,4973,6932,6673,259,Buford,Georgia
"Candler-McAfee CDP, Georgia",13,12834,21280,10993,10287,43.4,45.2,42.3,34580.0,4144.0,6352.0,3636.0,3319.0,3135.0,10903.0,60934.0,85579.0,36605.0,35365,22959.0,7273,6851,10472,7514,2958,Candler-McAfe,Georgia
"Canton city, Georgia",13,12988,34580,16134,18446,31.4,31.1,31.8,27488.0,5019.0,6837.0,2244.0,2166.0,1469.0,9118.0,63798.0,77572.0,67751.0,31408,19569.0,10354,11179,13932,13295,637,Canton,Georgia
"Carrollton city, Georgia",13,13492,27488,10261,17227,28.0,30.4,27.5,24476.0,1910.0,2655.0,3020.0,2704.0,4048.0,12531.0,38705.0,44220.0,36898.0,17105,24367.0,6800,11590,12515,10903,1612,Carrollton,Georgia
"Cartersville city, Georgia",13,13688,24476,11946,12530,44.1,44.1,44.1,29777.0,3074.0,7485.0,5649.0,3666.0,1871.0,82663.0,77877.0,88300.0,68007.0,40730,159069.0,7638,7446,10112,9118,994,Cartersville,Georgia
"Chamblee city, Georgia",13,15172,29777,16671,13106,32.9,32.6,33.7,205617.0,19826.0,32829.0,27196.0,22172.0,23540.0,11963.0,74554.0,87506.0,60404.0,45860,25554.0,11488,10823,14295,12531,1764,Chamblee,Georgia
"Columbus city, Georgia",13,19000,205617,99583,106034,34.7,32.4,36.0,34281.0,3185.0,5152.0,4807.0,2882.0,3963.0,8360.0,52734.0,63810.0,52424.0,35311,17951.0,63348,66742,91621,82663,8958,Columbus,Georgia
"Dalton city, Georgia",13,21380,34281,17519,16762,31.6,30.0,35.2,24569.0,2019.0,2152.0,2835.0,3913.0,2677.0,13382.0,49888.0,63699.0,33431.0,26117,28393.0,10954,10305,13467,11963,1504,Dalton,Georgia
"Decatur city, Georgia",13,22052,24569,11644,12925,37.2,31.6,40.0,35557.0,3160.0,5026.0,7785.0,4735.0,3217.0,7165.0,130931.0,186896.0,60383.0,85742,15388.0,7604,6852,9347,8360,987,Decatur,Georgia
"Douglasville city, Georgia",13,23900,35557,15227,20330,36.4,36.8,36.3,20135.0,2689.0,2355.0,1366.0,1981.0,3496.0,13233.0,55095.0,73603.0,40781.0,37591,25529.0,11624,13339,13969,13382,587,Douglasville,Georgia
"Dublin city, Georgia",13,24376,20135,9623,10512,38.6,32.8,41.3,31868.0,1661.0,4943.0,4983.0,4821.0,5588.0,20267.0,41319.0,49803.0,50164.0,24531,38948.0,5504,6454,8232,7165,1067,Dublin,Georgia
"Duluth city, Georgia",13,24600,31868,14460,17408,40.9,38.7,43.6,50901.0,3807.0,9290.0,7344.0,4947.0,4452.0,17197.0,78089.0,90282.0,67722.0,43438,30970.0,10179,11997,13705,13233,472,Duluth,Georgia
"Dunwoody city, Georgia",13,24768,50901,24501,26400,35.0,34.8,35.3,38145.0,1447.0,4817.0,8471.0,6091.0,4996.0,11066.0,91347.0,139114.0,37806.0,65495,28608.0,14518,15753,21913,20267,1646,Dunwoody,Georgia
"East Point city, Georgia",13,25720,38145,19265,18880,40.0,41.6,37.9,35211.0,4449.0,2800.0,3640.0,4502.0,4491.0,17284.0,62548.0,81557.0,25379.0,50996,34360.0,13558,13264,19683,17197,2486,East Point,Georgia
"Evans CDP, Georgia",13,28044,35211,17294,17917,42.2,40.4,44.8,43413.0,5034.0,7183.0,4520.0,6011.0,3969.0,8345.0,111352.0,127006.0,45401.0,42924,17397.0,9973,11028,12725,11066,1659,Evan,Georgia
"Gainesville city, Georgia",13,31908,43413,20887,22526,33.9,33.2,35.6,23332.0,1999.0,3470.0,2427.0,3412.0,2974.0,13468.0,54621.0,65630.0,68572.0,31778,25779.0,13110,14640,18629,17284,1345,Gainesville,Georgia
"Griffin city, Georgia",13,35324,23332,11638,11694,32.7,30.1,35.6,35428.0,4393.0,5977.0,5309.0,2378.0,3121.0,29256.0,43022.0,49796.0,74711.0,31152,61190.0,7051,7983,9654,8345,1309,Griffin,Georgia
"Hinesville city, Georgia",13,38964,35428,17620,17808,29.2,26.6,31.9,82078.0,4351.0,8378.0,10518.0,14133.0,11369.0,12713.0,50505.0,52204.0,77871.0,31742,25563.0,12105,10298,14775,13468,1307,Hinesville,Georgia
"Johns Creek city, Georgia",13,42425,82078,40778,41300,39.5,38.5,40.8,33039.0,2416.0,4451.0,5552.0,5412.0,2550.0,12971.0,132870.0,155313.0,28829.0,75788,25699.0,25238,26319,29983,29256,727,Johns Creek,Georgia
"Kennesaw city, Georgia",13,43192,33039,14844,18195,37.0,33.8,40.3,31554.0,1836.0,6885.0,4608.0,3589.0,2628.0,10271.0,66678.0,101565.0,43683.0,44107,23786.0,9307,12145,13259,12713,546,Kennesaw,Georgia
"LaGrange city, Georgia",13,44340,31554,15472,16082,36.8,35.9,38.5,30510.0,4044.0,3576.0,3635.0,4293.0,3870.0,14371.0,37399.0,39282.0,104818.0,28000,31071.0,9350,10643,13775,12971,804,LaGrange,Georgia
"Lawrenceville city, Georgia",13,45488,30510,15065,15445,34.7,32.0,37.8,39014.0,4057.0,4963.0,4022.0,5143.0,6039.0,10778.0,48957.0,66805.0,54019.0,35037,25403.0,10313,10174,11511,10271,1240,Lawrenceville,Georgia
"Mableton CDP, Georgia",13,48288,39014,16584,22430,39.4,34.0,41.5,30356.0,5099.0,2080.0,3787.0,6682.0,4405.0,57677.0,59754.0,67114.0,72948.0,36368,122337.0,11034,14484,16945,14371,2574,Mableto,Georgia
"McDonough city, Georgia",13,48624,30356,14020,16336,38.4,24.8,44.6,156762.0,16783.0,22481.0,17928.0,17030.0,19559.0,27456.0,69142.0,102588.0,38802.0,33558,52170.0,10689,13182,10778,10778,0,McDonough,Georgia
"Macon-Bibb County, Georgia",13,49008,156762,74273,82489,35.7,33.4,37.4,61491.0,10214.0,11626.0,6805.0,6210.0,6879.0,11979.0,48176.0,63420.0,92673.0,30945,27527.0,45920,51319,71906,57677,14229,Macon-Bibb C,Georgia
"Marietta city, Georgia",13,49756,61491,28921,32570,34.1,31.8,37.1,32627.0,3684.0,3604.0,4481.0,4704.0,4533.0,14843.0,59538.0,76513.0,56706.0,37449,33073.0,21011,21206,29904,27456,2448,Marietta,Georgia
"Martinez CDP, Georgia",13,50036,32627,16371,16256,42.2,41.1,44.3,41254.0,3161.0,3226.0,7157.0,7389.0,6278.0,16949.0,84166.0,100486.0,59400.0,35739,34574.0,11450,10463,14077,11979,2098,Martine,Georgia
"Milton city, Georgia",13,51670,41254,18986,22268,41.5,41.4,42.1,43300.0,2577.0,8570.0,4887.0,5446.0,4534.0,14149.0,136860.0,159106.0,56490.0,74399,30338.0,13217,15206,14843,14843,0,Milton,Georgia
"Newnan city, Georgia",13,55020,43300,20947,22353,35.6,35.9,35.4,38819.0,4081.0,2563.0,3957.0,4498.0,5223.0,18013.0,86328.0,93570.0,51946.0,46964,34525.0,12986,14283,17573,16949,624,Newnan,Georgia
"Peachtree City city, Georgia",13,59724,38819,17917,20902,41.9,41.6,42.1,42096.0,3502.0,6194.0,5974.0,6019.0,6248.0,7823.0,98509.0,113574.0,52904.0,50590,16803.0,10054,11657,15219,14149,1070,Peachtree City,Georgia
"Peachtree Corners city, Georgia",13,59735,42096,20281,21815,40.2,40.9,39.4,21096.0,2740.0,3373.0,2724.0,2851.0,1271.0,10096.0,77213.0,102663.0,47779.0,40081,21346.0,13821,14982,18775,18013,762,Peachtree Corners,Georgia
"Perry city, Georgia",13,60340,21096,9690,11406,34.0,31.9,36.2,26926.0,1208.0,6127.0,2760.0,5634.0,893.0,9460.0,59457.0,63117.0,35190.0,36270,21827.0,6105,7427,8271,7823,448,Perry,Georgia
"Pooler city, Georgia",13,62104,26926,12634,14292,36.1,33.7,36.6,26960.0,2831.0,3007.0,3957.0,3733.0,3971.0,15066.0,92952.0,94387.0,38888.0,50112,29473.0,8211,8847,10480,10096,384,Pooler,Georgia
"Redan CDP, Georgia",13,63952,26960,11564,15396,41.1,32.8,43.4,37754.0,3961.0,4515.0,4858.0,5020.0,4272.0,37044.0,60130.0,77000.0,44462.0,32370,72890.0,6892,11214,11178,9460,1718,Reda,Georgia
"Rome city, Georgia",13,66668,37754,17409,20345,37.6,38.1,37.5,92532.0,5873.0,11669.0,14158.0,14182.0,11450.0,8714.0,55771.0,66625.0,40089.0,34054,15601.0,11315,12146,16971,15066,1905,Rome,Georgia
"Roswell city, Georgia",13,67284,92532,46839,45693,37.5,35.8,37.9,22433.0,977.0,5107.0,2333.0,1868.0,2305.0,52487.0,104825.0,130104.0,50949.0,51720,91332.0,29325,32760,38653,37044,1609,Roswell,Georgia
"St. Marys city, Georgia",13,67984,22433,10786,11647,30.6,31.0,29.4,107179.0,7503.0,22108.0,13599.0,16639.0,12443.0,59612.0,66124.0,69466.0,34957.0,40234,117972.0,5919,7105,9437,8714,723,St. Marys,Georgia
"Sandy Springs city, Georgia",13,68516,107179,50101,57078,37.2,37.4,36.7,147087.0,21195.0,25093.0,18760.0,12226.0,17357.0,25514.0,94456.0,143476.0,51209.0,61714,46515.0,36195,39730,54061,52487,1574,Sandy Springs,Georgia
"Savannah city, Georgia",13,69000,147087,69592,77495,33.1,32.4,34.0,55682.0,3737.0,8678.0,10142.0,10112.0,5794.0,7973.0,49612.0,60153.0,37615.0,29224,16983.0,47139,50073,68618,59612,9006,Savannah,Georgia
"Smyrna city, Georgia",13,71492,55682,28236,27446,39.0,37.9,40.0,21651.0,2141.0,2232.0,2636.0,2377.0,2657.0,41405.0,95397.0,140538.0,37263.0,58463,82902.0,20511,19807,27018,25514,1504,Smyrna,Georgia
"Snellville city, Georgia",13,71604,21651,9806,11845,38.0,38.4,37.4,108573.0,6772.0,16481.0,15758.0,15418.0,11937.0,11746.0,76915.0,79435.0,38894.0,52150,28550.0,5880,7055,8885,7973,912,Snellville,Georgia
"South Fulton city, Georgia",13,72122,108573,47393,61180,35.4,34.3,37.3,33394.0,13866.0,4242.0,1754.0,2475.0,2919.0,13782.0,73958.0,80485.0,29499.0,42271,24235.0,31003,40125,44910,41405,3505,South Fulton,Georgia
"Statesboro city, Georgia",13,73256,33394,13535,19859,22.9,23.2,22.7,29156.0,3274.0,2820.0,4810.0,4259.0,5045.0,20457.0,38738.0,41556.0,41157.0,15587,49280.0,10416,15235,12987,11746,1241,Statesboro,Georgia
"Stockbridge city, Georgia",13,73704,29156,13505,15651,41.9,47.4,41.0,59858.0,6047.0,8934.0,9589.0,8169.0,6223.0,8959.0,67865.0,62382.0,26408.0,50910,19976.0,9557,11108,14139,13782,357,Stockbridge,Georgia
"Stonecrest city, Georgia",13,73784,59858,25910,33948,38.2,34.4,40.4,25258.0,1565.0,2268.0,3444.0,5498.0,3480.0,7465.0,65834.0,73421.0,50273.0,32137,19350.0,17130,24182,25040,20457,4583,Stonecrest,Georgia
"Sugar Hill city, Georgia",13,74180,25258,13369,11889,44.1,43.7,46.0,24970.0,3150.0,2481.0,2178.0,6821.0,2325.0,15987.0,87369.0,91176.0,53439.0,50064,33124.0,8795,8264,8959,8959,0,Sugar Hill,Georgia
"Suwanee city, Georgia",13,74936,24970,11795,13175,38.1,38.2,35.0,36848.0,3538.0,3988.0,5920.0,6494.0,5267.0,9914.0,117516.0,135566.0,31127.0,48340,19443.0,9768,8293,7465,7465,0,Suwanee,Georgia
"Tucker city, Georgia",13,77652,36848,19478,17370,45.2,44.5,46.3,27365.0,3587.0,6389.0,1908.0,2542.0,2425.0,24038.0,71981.0,97382.0,25504.0,35343,45856.0,14249,11729,17563,15987,1576,Tucker,Georgia
"Union City city, Georgia",13,78324,27365,11596,15769,27.5,25.5,27.7,55572.0,10002.0,8671.0,8686.0,4267.0,5173.0,30701.0,50598.0,64714.0,56957.0,31609,64037.0,7102,10108,10570,9914,656,Union City,Georgia
"Valdosta city, Georgia",13,78800,55572,26790,28782,32.0,30.7,33.9,82252.0,8633.0,13940.0,10112.0,10663.0,9886.0,14019.0,30176.0,36040.0,60157.0,25662,28056.0,18700,19533,27141,24038,3103,Valdosta,Georgia
"Warner Robins city, Georgia",13,80508,82252,38850,43402,33.5,33.5,33.5,36206.0,2904.0,3640.0,8509.0,5514.0,3311.0,18387.0,58864.0,68476.0,92021.0,32274,41276.0,27715,28066,35983,30701,5282,Warner Robins,Georgia
"Woodstock city, Georgia",13,84176,36206,17660,18546,39.8,40.5,37.8,49826.0,1710.0,4238.0,6417.0,6915.0,6697.0,8244.0,104956.0,116604.0,51649.0,52101,22150.0,11880,12985,14605,14019,586,Woodstock,Georgia
"East Honolulu CDP, Hawaii",15,6290,49826,25110,24716,50.1,48.3,53.1,30024.0,1766.0,4462.0,4769.0,3723.0,3038.0,17813.0,131407.0,141463.0,37852.0,68555,45541.0,14108,12922,18950,18387,563,East Honolul,Hawaii
"Ewa Gentry CDP, Hawaii",15,7470,30024,15432,14592,35.6,34.9,35.8,55567.0,4685.0,7966.0,5955.0,6077.0,7701.0,6848.0,125441.0,137074.0,29185.0,41557,19020.0,8896,9629,8637,8244,393,Ewa Gentr,Hawaii
"Hilo CDP, Hawaii",15,14650,55567,26390,29177,40.5,38.2,43.3,24160.0,1913.0,3141.0,3784.0,2411.0,3759.0,13665.0,77740.0,95696.0,41076.0,34167,34643.0,15582,18130,19458,17813,1645,Hil,Hawaii
"Kahului CDP, Hawaii",15,22700,24160,11975,12185,37.9,37.6,38.2,42892.0,2819.0,4567.0,6232.0,6009.0,5777.0,11671.0,77980.0,92059.0,68466.0,35270,30036.0,7566,7815,7145,6848,297,Kahulu,Hawaii
"Kailua CDP (Honolulu County), Hawaii",15,23150,42892,21419,21473,42.9,41.2,45.4,33358.0,1854.0,5352.0,4323.0,3068.0,4977.0,7041.0,140589.0,152941.0,43676.0,54021,17278.0,13574,12632,15145,13665,1480,Kailua CDP (Honolulu Co,Hawaii
"Kaneohe CDP, Hawaii",15,28250,33358,15733,17625,49.0,47.3,50.9,21090.0,2094.0,2784.0,4070.0,2712.0,3185.0,8918.0,103146.0,113369.0,61284.0,49118,19496.0,10098,9842,11671,11671,0,Kaneoh,Hawaii
"Kapolei CDP, Hawaii",15,30300,21090,11314,9776,38.7,36.5,41.4,23161.0,2063.0,1910.0,4652.0,3707.0,3086.0,6716.0,105290.0,110208.0,41523.0,50245,15736.0,7855,7184,7312,7041,271,Kapole,Hawaii
"Kihei CDP, Hawaii",15,36500,23161,10024,13137,44.0,45.5,43.3,21920.0,1416.0,4327.0,2354.0,2508.0,2648.0,8172.0,70878.0,83165.0,61371.0,36634,18438.0,6623,9190,12760,8918,3842,Kihe,Hawaii
"Makakilo CDP, Hawaii",15,47600,21920,10802,11118,31.9,32.9,31.3,24548.0,1066.0,3295.0,4109.0,3331.0,4000.0,8671.0,104956.0,115348.0,30010.0,45328,20331.0,6503,6803,6834,6716,118,Makakil,Hawaii
"Mililani Mauka CDP, Hawaii",15,51000,24548,12603,11945,37.0,35.9,38.2,25422.0,1999.0,3358.0,2621.0,2715.0,3496.0,15083.0,125013.0,135258.0,37164.0,59792,36315.0,8672,7784,8290,8172,118,Mililani Mauk,Hawaii
"Mililani Town CDP, Hawaii",15,51050,25422,12748,12674,42.7,44.2,41.4,45021.0,3645.0,4699.0,5274.0,4564.0,6342.0,138398.0,103997.0,117500.0,22099.0,50401,299015.0,7570,6989,8671,8671,0,Mililani Tow,Hawaii
"Pearl City CDP, Hawaii",15,62600,45021,22779,22242,43.0,40.6,46.0,345532.0,27659.0,52369.0,46255.0,45079.0,42666.0,8307.0,110802.0,116776.0,47971.0,44035,31950.0,13913,11678,15868,15083,785,Pearl Cit,Hawaii
"Urban Honolulu CDP, Hawaii",15,71550,345532,172555,172977,43.7,41.6,46.0,40414.0,4196.0,6377.0,4510.0,4188.0,4731.0,99250.0,73434.0,94288.0,45906.0,40945,191700.0,112296,107904,157427,138398,19029,Urban Honolul,Hawaii
"Waipahu CDP, Hawaii",15,79700,40414,20464,19950,36.6,34.9,37.4,237457.0,22279.0,36841.0,35897.0,27389.0,29890.0,21715.0,112868.0,109358.0,34092.0,35917,45711.0,13144,11449,8920,8307,613,Waipah,Hawaii
"Boise City city, Idaho",16,8830,237457,118581,118876,37.2,36.5,37.7,63625.0,7633.0,11525.0,6952.0,5419.0,6707.0,22676.0,70217.0,87347.0,50980.0,39973,43999.0,78737,79071,104110,99250,4860,Boise City,Idaho
"Caldwell city, Idaho",16,12250,63625,29218,34407,30.3,29.7,30.7,55901.0,4467.0,7299.0,8577.0,5855.0,5656.0,11382.0,63761.0,73896.0,36772.0,32148,25660.0,18173,20925,22546,21715,831,Caldwell,Idaho
"Coeur d'Alene city, Idaho",16,16750,55901,27576,28325,40.2,37.5,40.7,32099.0,2140.0,2182.0,3909.0,5657.0,3901.0,24257.0,61617.0,77085.0,32481.0,40062,51745.0,16138,16826,24583,22676,1907,Coeur d'Alene,Idaho
"Eagle city, Idaho",16,23410,32099,15893,16206,45.1,45.5,44.5,66895.0,6742.0,9775.0,7879.0,7867.0,6804.0,8453.0,122248.0,145934.0,48543.0,51566,21136.0,10168,8962,12848,11382,1466,Eagle,Idaho
"Idaho Falls city, Idaho",16,39700,66895,31184,35711,35.0,34.8,35.7,26676.0,3775.0,4709.0,2995.0,3866.0,2380.0,14264.0,61833.0,75532.0,53426.0,27600,28137.0,20190,20639,25993,24257,1736,Idaho Falls,Idaho
"Kuna city, Idaho",16,44290,26676,13545,13131,32.1,32.5,31.6,34478.0,4346.0,3262.0,5001.0,3600.0,4465.0,47825.0,84588.0,79878.0,57402.0,36977,101872.0,9914,8741,8453,8453,0,Kuna,Idaho
"Lewiston city, Idaho",16,46540,34478,16076,18402,40.2,40.6,39.8,125959.0,9464.0,15397.0,19120.0,17518.0,15102.0,9992.0,56872.0,79978.0,35482.0,33650,20994.0,10379,11156,15072,14264,808,Lewiston,Idaho
"Meridian city, Idaho",16,52120,125959,60767,65192,39.7,39.7,39.9,23442.0,8192.0,4620.0,2417.0,1298.0,1734.0,37666.0,88088.0,104304.0,72990.0,41347,83203.0,39491,41375,48218,47825,393,Meridian,Idaho
